"STATISTIC","Statistic Label","TLIST(M1)","Month","C02803V03373","Type of Residential Property","UNIT","VALUE"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","08","Dublin City - houses","%","-1.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","09","Dun Laoghaire-Rathdown - houses","%","0.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","10","Fingal - houses","%","0.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","11","South Dublin - houses","%","-2.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","03","National excluding Dublin - all residential properties","%","0.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","04","National excluding Dublin - houses","%","0.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","12","National excluding Dublin - apartments","%","-1.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","21","Border - houses","%","-1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","14","Midland - houses","%","0.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","15","West - houses","%","3.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","22","Mid-East - houses","%","-0.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","23","Mid-West - houses","%","0.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","24","South-East - houses","%","-0.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","19","South-West - houses","%","5.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","-","National - all residential properties","%","-0.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","01","National - houses","%","-0.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","02","National - apartments","%","1.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","05","Dublin - all residential properties","%","-1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","06","Dublin - houses","%","-1.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","07","Dublin - apartments","%","0.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","08","Dublin City - houses","%","-2.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","09","Dun Laoghaire-Rathdown - houses","%","0.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","10","Fingal - houses","%","0.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","11","South Dublin - houses","%","-2.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","03","National excluding Dublin - all residential properties","%","0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","04","National excluding Dublin - houses","%","0.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","12","National excluding Dublin - apartments","%","-0.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","21","Border - houses","%","-2.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","14","Midland - houses","%","2.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","15","West - houses","%","1.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","22","Mid-East - houses","%","0.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","23","Mid-West - houses","%","0.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","24","South-East - houses","%","-1.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202007","2020 July","19","South-West - houses","%","4.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","-","National - all residential properties","%","-0.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","01","National - houses","%","-0.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","02","National - apartments","%","1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","05","Dublin - all residential properties","%","-1.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","06","Dublin - houses","%","-1.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","07","Dublin - apartments","%","-0.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","08","Dublin City - houses","%","-3.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","09","Dun Laoghaire-Rathdown - houses","%","0.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","10","Fingal - houses","%","1.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","11","South Dublin - houses","%","-1.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","03","National excluding Dublin - all residential properties","%","-0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","04","National excluding Dublin - houses","%","0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","12","National excluding Dublin - apartments","%","-1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","21","Border - houses","%","-4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","14","Midland - houses","%","3.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","15","West - houses","%","1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","22","Mid-East - houses","%","0.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","23","Mid-West - houses","%","-2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","24","South-East - houses","%","-0.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202008","2020 August","19","South-West - houses","%","4.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202009","2020 September","-","National - all residential properties","%","-0.8"
